place_id,place,address,lat,lng,place_type,category
172,대원식당,서울 중구 산림동 107,37.5676856192299,126.996127026894,음식점,['맛집']
173,서해수산,인천 중구 중산동 1850-258,37.51247645956,126.542956060166,음식점,['맛집']
174,여수 서시장포차,전남 여수시 충무동 614-31,34.7407085748551,127.729560407801,음식점,['맛집']
175,못하이바브이바비큐,부산 수영구 민락동 181-149,35.1552453748854,129.124562006162,음식점,['맛집']
176,오오옥,서울 중구 을지로3가 349-1,37.5657709109319,126.989973041455,음식점,['맛집']
177,만정수산,인천 중구 중산동 1850-339,37.5115395235259,126.543098518676,음식점,['맛집']
178,별마로 천문대,강원특별자치도 영월군 영월읍 영흥리 154-7,37.1994352507635,128.485728576657,관광지,"['경치', '관광지']"
179,놀터캠핑장,경남 고성군 동해면 외산리 792,35.070157675898,128.449956980768,액티비티,"['자연', '휴양']"
180,꼭대기집약수터,인천 강화군 길상면 장흥리 220-3,37.6118879876249,126.510620307506,음식점,['맛집']
181,삼미정,서울 중구 산림동 190-23,37.5680222238714,126.995908548169,음식점,['맛집']
182,한남야시장,서울 용산구 한남동 626-2,37.5319909329259,127.006193847829,음식점,['맛집']
183,영도해녀촌,부산 영도구 동삼동 산 65-1,35.0672273274782,129.066095130042,음식점,"['바다', '맛집']"
184,산청하이웨이 캠핑장,경남 산청군 시천면 신천리 9-13,35.2433978881778,127.802971340924,액티비티,"['자연', '힐링']"
185,백스트릿고성,대구 중구 동문동 38-9,35.8716605415691,128.596335089126,음식점,['맛집']
186,오투정거장,부산 금정구 부곡동 298-17,35.2286648425898,129.089819654561,음식점,['맛집']
187,정일수산,경기 안산시 단원구 대부북동 1865-54,37.2677050773637,126.557896556879,음식점,['맛집']
188,풍경소리캠핑장,전북특별자치도 정읍시 산내면 종성리 587-6,35.53320946654,127.088024590194,액티비티,"['자연', '힐링']"
189,안산물썰매장,경기 안산시 단원구 원곡동 616,37.3195219317827,126.804595155297,액티비티,"['오락', '휴양']"
190,대부도홀리데이캠핑파크,경기 안산시 단원구 대부북동 1851-2,37.2841955060727,126.568614610211,액티비티,"['바다', '휴양']"
191,밀양얼음골압구정무지개계곡,경남 밀양시 산내면 삼양리 62,35.5817499611008,128.986907064457,관광지,"['자연', '액티비티']"
192,장흥솔내음,경기 양주시 장흥면 석현리 256-2,37.7500040342306,126.945267317208,음식점,['맛집']
193,철구소계곡,울산 울주군 상북면 이천리 313,35.5467497814887,129.011548815228,관광지,"['자연', '액티비티']"
194,광주공원포차거리,광주 남구 구동 21-1,35.1470732343041,126.910095678933,음식점,['맛집']
195,히든밸리 송추,경기 양주시 장흥면 교현리 127-2,37.7147952162501,126.972453920307,액티비티,"['액티비티', '휴양']"
196,성주봉 자연휴양림,경북 상주시 은척면 남곡리 산 50,36.5335975541298,128.040757747721,관광지,"['자연', '휴양']"
197,장흥주막촌,경기 양주시 장흥면 석현리 364-2,37.7388866592243,126.955168293337,음식점,['맛집']
198,청운쉼터,경기 포천시 이동면 도평리 23-2,38.0771306836296,127.41815692921,카페,['카페']
199,필립스가든,경남 김해시 생림면 나전리 30-22,35.2755523792228,128.887666847229,음식점,['맛집']
200,중문고등어쌈밥,제주특별자치도 서귀포시 상예동 3706,33.2652746183483,126.380926917186,음식점,['맛집']
201,가산수피아 물놀이뜰,경북 칠곡군 가산면 학하리 1206-5,36.086110373202,128.485044164054,액티비티,"['오락', '휴양']"
202,자작도해수욕장,강원특별자치도 고성군 죽왕면,38.3287596789233,128.525205848883,관광지,"['바다', '자연']"
203,계곡풍경캠핑장,경기 가평군 북면 도대리 336-21,37.9530517885441,127.475348846739,액티비티,"['자연', '휴양']"
204,내원사계곡,경남 양산시 하북면 용연리 277-3,35.4444770360853,129.093564338749,관광지,"['자연', '휴양']"
205,대구나무집,대구 달서구 송현동 530-25,35.8334651206532,128.545692223384,음식점,['맛집']
206,칠곡보사계절썰매장,경기 용인시 처인구 양지면 평창리 661-11,37.2154728730706,127.311602899611,액티비티,"['오락', '휴양']"
207,더카트인통영,경남 통영시 도산면 오륜리 34-5,34.8980861311481,128.351681960495,액티비티,"['액티비티', '오락']"
208,배내골부산식당,경남 양산시 원동면 선리 119-1,35.5225187432611,129.007783473212,음식점,['맛집']
209,비위치 셀프바베큐,경기 용인시 처인구 포곡읍 영문리 168,37.2837274373729,127.202573536396,음식점,['맛집']
210,싸릿골초가,경기 양주시 장흥면 일영리 33-2,37.7221587425812,126.947633245628,음식점,['맛집']
211,숲이야기 캠핑장,강원특별자치도 춘천시 남산면 백양리 166,37.799820484891,127.58869198603,액티비티,"['자연', '휴양']"
212,축령산 히든밸리 캠핑장,경기 가평군 상면 행현리 910,37.7739445520508,127.342933236642,액티비티,"['자연', '휴양']"
213,춘천 발리376,강원특별자치도 춘천시 남산면 창촌리 434-1,37.7634015852879,127.630093987803,관광지,"['휴양', '액티비티']"
214,양주 너나들이,경기 양주시 장흥면 일영리 32-3,37.7218994734432,126.947297573429,음식점,['맛집']
215,상주은모래비치 캠핑장,경남 남해군 상주면 상주리 1248-1,34.7201392137581,127.985835591986,액티비티,"['바다', '휴양']"
216,창창,서울 종로구 창신동 23-446,37.5784209825389,127.010925262971,음식점,['맛집']
217,장흥한옥수영장,경기 양주시 장흥면 석현리 352-2,37.7397278603511,126.958265401885,액티비티,"['휴양', '오락']"
218,코난비치,제주특별자치도 제주시 구좌읍 행원리 575-6,33.5574597964789,126.811200096587,관광지,"['바다', '자연']"
219,속골,제주특별자치도 서귀포시 호근동 1645,33.2414252457487,126.526846915419,음식점,['맛집']
220,자일농장가든,경기 의정부시 자일동 197,37.7637935494491,127.098580189433,액티비티,"['오락', '휴양']"
221,여수 선베드 카페,전남 여수시 오천동 75,34.7973538637905,127.7559081641,카페,['카페']
222,북한산천연옥워터파크,경기 고양시 덕양구 효자동 46-4,37.6786185054764,126.958324597018,액티비티,"['휴양', '자연']"
223,도시해녀,제주특별자치도 제주시 애월읍 하귀2리 1670-1,33.4842537470554,126.402548064087,액티비티,"['액티비티', '자연']"
224,채석강바다길포차,전북특별자치도 부안군 변산면 격포리 290-2,35.6270151045994,126.468647853865,음식점,['맛집']
225,신창간이해변,경북 포항시 남구 장기면 신창리,35.8884795303385,129.524297019714,관광지,"['바다', '자연']"
226,참새미골,경북 경산시 와촌면 대한리 168-3,35.9707416343045,128.786881291575,음식점,['맛집']
227,잇츠캠핑,충북 제천시 덕산면 도전리 1555,36.8981973548469,128.130329110228,액티비티,"['자연', '휴양']"
228,길수산,강원특별자치도 양양군 현남면 시변리 33-54,37.9721508093789,128.76104522887,음식점,['맛집']
229,서양면옥,서울 마포구 연남동 382-2,37.560940166373,126.925724536537,음식점,['맛집']
230,노란 마후라,부산 해운대구 중동 611,35.160293893221,129.189489431822,음식점,"['바다', '맛집']"
231,밀양 미르 캠핑장,경남 밀양시 산외면 희곡리 32-2,35.5435595656896,128.860250631742,액티비티,"['자연', '휴양']"
232,카페아덴,경남 양산시 원동면 원리 1019-35,35.3537888914954,128.932927284402,카페,['카페']
233,서울대공원캠핑장,경기 과천시 막계동 159-1,37.4364522885613,127.01389757579,관광지,"['자연', '휴양']"
234,얼음골폭포관광농원,경남 밀양시 산내면 남명리 1968-90,35.5878558363954,128.956324784186,관광지,"['자연', '액티비티']"
