place_id,address,lat,lng,place,place_type,category,region_id,popularity
1607,제주 제주시 서광로 98,33.499962660964,126.507008463203,착한집,음식점,['맛집'],1,0.6152930948895472
1608,제주 제주시 애월읍 애월해안로 752,33.4842851792391,126.381155227938,제주 애월 범벅,음식점,['맛집'],1,0.7605671522479656
1609,서울 송파구 석촌호수로12길 8,37.5092591002822,127.085640219332,화로백암순대,음식점,['맛집'],0,0.7129574875053155
1610,제주 제주시 중앙로 46-8,33.5144325120977,126.524175006074,북교해바라기,음식점,['맛집'],1,0.6058485016512902
1611,서울 강남구 선릉로82길 47,37.5036925446304,127.053840999217,유케집,음식점,['맛집'],0,0.830986476900617
1612,경기 고양시 일산동구 백석로72번길 14,37.6463703814542,126.786559951367,남도해물촌,음식점,['맛집'],0,0.8870709502325844
1613,서울 마포구 동교로38안길 22,37.5622399787732,126.925208826653,판다딤섬,음식점,['맛집'],0,0.8382085314296395
1614,서울 송파구 오금로 520,37.4927656732385,127.14658117987,나레초밥,음식점,['맛집'],0,0.9962470359583315
1615,서울 서초구 강남대로53길 7,37.4942643848404,127.028259839376,어로선목로집,음식점,['맛집'],0,0.7750670869829537
1616,제주 제주시 한림읍 옹포7길 25-3,33.4072621681924,126.252662100324,웨이뷰,카페,['카페'],1,0.5191005949660223
1617,서울 강남구 테헤란로25길 34,37.5027507897379,127.035271910674,대우부대찌개,음식점,['맛집'],0,0.8806071692435612
1618,제주 제주시 신대로16길 50,33.4870437361485,126.491190826912,한라빙삼,음식점,['맛집'],1,0.7988255448746528
1619,인천 부평구 신촌로 31-1,37.486160747609,126.710548148948,산꼼장어왕바다장어,음식점,['맛집'],0,0.5949671465347377
1620,서울 강남구 강남대로156길 31-4,37.519028446643,127.021746773058,스시소기,음식점,['맛집'],0,0.7438428796755572
1621,서울 종로구 종로16길 37,37.5684318339367,126.989091477256,대련집,음식점,['맛집'],0,0.5044813282162902
1622,서울 송파구 올림픽로32길 7,37.5154578710291,127.109087688609,코코라운지,카페,['카페'],0,0.7106514336611495
1623,제주 제주시 동한두기길 17,33.516446324227,126.515781230041,가치,음식점,['맛집'],1,0.7279776090549169
1624,서울 동대문구 왕산로26가길 17,37.5771916402658,127.037440366213,허파식당,음식점,['맛집'],0,0.936833286645945
1625,경기 성남시 중원구 제일로63번길 28-1,37.4320348638246,127.132662529777,모란 26포차,음식점,['맛집'],0,0.5929338897483233
1626,서울 동대문구 황물로 42,37.573327863786,127.046204557882,거여 하토상의 술방,음식점,['맛집'],0,0.5818524047785747
1627,서울 송파구 백제고분로7길 42-16,37.5101245468747,127.083710394994,구디 이자카야 다운,음식점,['맛집'],0,0.53795460090777
1628,서울 강동구 천호대로 1092,37.5352477607977,127.132663780085,당산 포차 103호,음식점,['맛집'],0,0.936309405297261
1629,서울 송파구 거마로 20,37.4947481770462,127.145398715283,스시코야,음식점,['맛집'],0,0.6954881938542492
1630,경기 고양시 일산동구 경의로 467,37.6704880610163,126.786144959318,일산칼국수,음식점,['맛집'],0,0.8209362161904084
1631,서울 중구 남대문시장길 37,37.5605090925389,126.978016512101,맛있는삼겹살,음식점,['맛집'],0,0.9497249780066053
1632,서울 서초구 서초중앙로26길 6,37.4952688686683,127.013884154638,스시카네,음식점,['맛집'],0,0.8863075006455543
1633,인천 서구 가정로 216,37.504091512992,126.672386497171,무다이,음식점,['맛집'],0,0.5566797862522497
1634,서울 송파구 양재대로62길 48,37.4958039212946,127.120552874386,대포집 가락본점,음식점,['맛집'],0,0.671075469049196
1635,서울 강북구 월계로3길 67,37.6127163559409,127.031360472567,화목토식당,음식점,['맛집'],0,0.5624717767008418
1636,서울 강남구 테헤란로25길 42,37.5033421328673,127.034924422792,이필녀국밥,음식점,['맛집'],0,0.507108371972505
1637,인천 서구 청라에메랄드로41번길 20,37.52927676727,126.655375506208,고쉐프의 신선한 초밥,음식점,['맛집'],0,0.5371100730088869
1638,인천 부평구 경원대로1367번길 42-12,37.4931962005175,126.721360639917,밥도둑간장게장,음식점,['맛집'],0,0.6903616301692777
1639,인천 부평구 장제로249번길 10-6,37.5081061458885,126.730825774978,스시키나바루,음식점,['맛집'],0,0.9086326627475478
1640,서울 마포구 포은로 48,37.551719135596,126.90708206865,스미비클럽,음식점,['맛집'],0,0.5886784122846845
1641,제주 제주시 한림읍 한림로 158,33.3857358698314,126.224843605727,혼저,음식점,"['맛집', '자연']",1,0.545332126570478
1642,서울 송파구 오금로 543,37.4930260696894,127.149025326101,요코소,음식점,['맛집'],0,0.7603765069841829
1643,서울 송파구 양산로10길 5,37.4926835088591,127.145042134085,하토상의술방,음식점,['맛집'],0,0.5915636670985062
1644,서울 마포구 어울마당로 54,37.549800997017,126.921202888798,고기장인수,카페,['카페'],0,0.7184206085343228
1645,서울 마포구 연희로 25-1,37.5612680228642,126.926562890712,앤티크커피,카페,['카페'],0,0.6059362077903929
1646,서울 서초구 강남대로12길 41,37.4707391777254,127.041025124074,꼬미다 큐큐큐,음식점,['맛집'],0,0.6961018662912648
1647,서울 서초구 방배로8길 4,37.479727563019,126.999133741459,일도씨닭갈비 (방배점),음식점,['맛집'],0,0.8029043389204489
1648,경기 파주시 회동길 455-2,37.7211958908904,126.693922297527,베럴프로틴,음식점,"['휴양', '맛집']",0,0.9600922489624479
1649,서울특별시 서초구 마방로6길 7-46,37.4760918348659,127.043471589844,덴,음식점,"['휴양', '맛집']",0,0.8662396412556802
1650,서울시 송파구 문정동 법원로 114,37.4860552797801,127.12100938212,멸치집,음식점,['맛집'],0,0.5743064434889321
1651,인천 서구 가정로 437,37.5242524636212,126.670117744395,픽스치킨 (인천루원시티점),음식점,['맛집'],0,0.6695121598321367
1652,인천 중구 운중로48번길 24,37.4912425572692,126.53795693737,덴 den!,음식점,['맛집'],0,0.6654813238967603
1653,서울 강남구 삼성로85길 33,37.5042894547839,127.054833280473,스시소라,음식점,['맛집'],0,0.6640702815321743
1654,서울 송파구 올림픽로35길 93,37.5177732771804,127.10439265685,한방삼계탕,음식점,['맛집'],0,0.7822114519249399
1655,인천 중구 예단포1로 2-10,37.5314534478937,126.502439167743,영이네물회,음식점,['맛집'],0,0.9962854557859868
1656,서울 성동구 뚝섬로9길 3,37.5385968156445,127.056803631098,우시야 (성수점),음식점,['맛집'],0,0.8523455708116656
1657,서울 강서구 강서로7길 28,37.529762306173,126.846178706807,천천향 화곡양꼬치,음식점,['맛집'],0,0.9260556637363303
1658,서울 강남구 강남대로 358,37.4950592366263,127.029793872307,오제제,음식점,['맛집'],0,0.5305785992987023
1659,경기도 시흥시 범안로 288,37.4572192797322,126.814403939622,칸다소바,음식점,['맛집'],0,0.9708178455911195
1660,경기 성남시 중원구 둔촌대로 181,37.4298337380784,127.139042235811,히든오아시스,카페,['카페'],0,0.6023302810865354
1661,서울 강남구 강남대로118길 31,37.5071035980329,127.025635887553,포크댄스,음식점,['맛집'],0,0.7771272405615461
1662,인천 부평구 부평문화로 87,37.4944745713609,126.725877771458,주량,음식점,['맛집'],0,0.7138250064524961
1663,서울 서대문구 증가로23나길 25,37.5804924203178,126.91273133692,서교주담,음식점,['맛집'],0,0.9310173875030006
1664,서울 서초구 서래로 17,37.4966667687424,126.998004848494,우세,음식점,['맛집'],0,0.8954702943881419
1665,제주 제주시 애월읍 중산간서로 6716,33.4601418871318,126.445406311202,꺼멍집,음식점,['맛집'],1,0.6820669379892869
1666,서울 관악구 조원중앙로 3,37.4803313993422,126.904065346081,이자카야다운,음식점,['맛집'],0,0.5072648160166087
1667,서울 영등포구 영중로6길 23-8,37.5181453472153,126.908715270203,부일갈비,음식점,['맛집'],0,0.8927179563523
1668,경기 성남시 분당구 수내로 39,37.3817905431019,127.117264032306,예우,음식점,['맛집'],0,0.8074837134885701
1669,제주 제주시 조천읍 평사길 4-7,33.5425465583436,126.673205035372,우직 (경복궁점),음식점,['맛집'],1,0.9335426560883131
1670,서울 송파구 석촌호수로12길 16,37.5090384975447,127.084565825992,김자순수제돈가스,음식점,['맛집'],0,0.6717176619501477
1671,서울 영등포구 양평로 64-1,37.5353016125801,126.899635804934,103호심야식당,음식점,['맛집'],0,0.9516343832879015
1672,서울 마포구 양화로23길 46,37.5602377383594,126.924570226024,미크플로,카페,['카페'],0,0.8449267156999235
1673,서울 중구 마른내로 159-10,37.5650377773434,127.005922328707,그랜드 사마리칸트 (동대문 러시아거리),음식점,['맛집'],0,0.9602394299912448
1674,서울 영등포구 시흥대로185길 11,37.491720153466,126.907241817617,삼거리먼지막순대국,음식점,['맛집'],0,0.6723999950883572
1675,서울 강남구 논현로175길 68,37.5240817556959,127.023448636065,한추,음식점,['맛집'],0,0.7284640349549731
1676,서울 금천구 독산로109길 27,37.4787933598376,126.902394059645,전주식당,음식점,['맛집'],0,0.8098292482470291
1677,제주 제주시 조천읍 함덕7길 15,33.5449441828941,126.660840924721,송송김밥,음식점,['맛집'],1,0.790712010893732
1678,제주 제주시 신성마을길 63,33.4984784849208,126.486633360993,동백국수,음식점,['맛집'],1,0.817220826886679
1679,제주 제주시 서해안로 579,33.5185278083226,126.500094327525,듀포레,카페,['카페'],1,0.6441693854100566
1680,서울 송파구 올림픽로34길 27-22,37.5152799447091,127.112427419045,하선재간장게장,음식점,['맛집'],0,0.5227134449112285
1681,강원 속초시 영랑해안길 113,38.2149360928531,128.597156198232,말자네,음식점,['맛집'],4,0.5678070856473056
1682,서울 강남구 압구정로30길 67,37.522934567293,127.029246572383,코난포차,음식점,['맛집'],0,0.9258331262845695
1683,서울 구로구 디지털로32가길 1,37.4830317080834,126.899390428421,스테이풀리쉬,음식점,['맛집'],0,0.5569012921592971
1684,경기 군포시 산본로323번길 26-12,37.3590723653827,126.931207179378,오징어맛집,음식점,['맛집'],0,0.9145250476946045
1685,서울 강남구 강남대로118길 20,37.5065857329321,127.025064105327,완미족발,음식점,['맛집'],0,0.9399564846444761
1686,제주 제주시 테우해안로 46,33.4957675896913,126.439986583796,513텐동,음식점,['맛집'],1,0.5100535658733688
1687,제주 서귀포시 성산읍 오조로 132,33.4654413309616,126.913643435523,돌카롱,음식점,"['맛집', '문화']",1,0.6075770525288331
1688,서울 강남구 강남대로84길 33,37.4975461306128,127.031093425879,게새장터,음식점,['맛집'],0,0.7494395742976507
1689,제주 제주시 조천읍 신북로 526,33.5416384040815,126.666014872298,선우수산,음식점,['맛집'],1,0.907531793003408
1690,서울 관악구 관천로 36-1,37.4831942527483,126.927570796996,서울밥집,음식점,['맛집'],0,0.7698883586984226
1691,경기 수원시 영통구 청명남로34번길 3,37.2527727228542,127.075962822518,우세,음식점,['맛집'],0,0.5888131106370065
1692,서울 강남구 선릉로148길 43,37.5230741602091,127.043001653112,더그릴630,음식점,['맛집'],0,0.5561378460433216
1693,경기 고양시 일산동구 백석로72번길 15,37.6464286224624,126.786929632005,너랑나랑막창,음식점,['맛집'],0,0.6306430900015454
1694,경기 안양시 만안구 예술공원로 236,37.4188018554279,126.931137444024,폭포수식당,음식점,"['휴양', '자연']",0,0.6895013201670916
1695,제주 제주시 가령로4길 3,33.4967135854192,126.533099185111,블루메베이글,음식점,['맛집'],1,0.9770747302556095
1696,서울 강남구 봉은사로44길 68,37.5053758752371,127.042879985427,알아차림 (선릉점),음식점,['맛집'],0,0.698892735411051
1697,서울 송파구 오금로15길 9,37.512689573523,127.109341207915,꿉당 (잠실방이점),음식점,['맛집'],0,0.8266266150159647
1698,경기 용인시 기흥구 고매로 86,37.2299888305983,127.118235965753,욱장어,음식점,['맛집'],0,0.9627588562592304
1699,제주 서귀포시 일주서로 873,33.258050696729,126.417431263545,천돈가,음식점,['맛집'],1,0.6579486339393407
1700,제주 제주시 애월읍 하귀14길 11-1,33.4853905718459,126.408036915835,하타나카,음식점,['맛집'],1,0.5933758138780882
1701,서울 서초구 나루터로 79,37.5159574825307,127.018478027242,일일시호일,음식점,['맛집'],0,0.502896059171229
1702,제주 제주시 애월읍 일주서로 6017,33.4482608776075,126.30722786802,몬스터살롱,음식점,['맛집'],1,0.8110857662418403
1703,경기 파주시 문산읍 문향로 98-2,37.859993942647,126.787444850147,요것조것분식,음식점,['맛집'],0,0.8733590968906835
1704,제주 제주시 동문로6길 4,33.5126554485472,126.528790467937,아베베 베이커리,음식점,['맛집'],1,0.7453809741650996
1705,부산 사상구 가야대로344번길 86,35.146932432798,129.01043442489,암파스타레,음식점,['맛집'],3,0.7072458530740888
1706,강원 강릉시 새냉이길 23-2,37.7522984591784,128.883526986466,라이스앤샤인,음식점,"['맛집', '문화']",4,0.52597201900404
1707,제주 제주시 가령골3길 6,33.5040884874612,126.539230961374,제주바솔트,음식점,['맛집'],1,0.7289723150944118
1708,제주 제주시 구좌읍 계룡길 31,33.5384907153742,126.835089887923,말젯문,음식점,"['맛집', '문화']",1,0.8812054154836382
1709,서울 강동구 아리수로93나길 88,37.5717222877546,127.174804893718,정금족발,음식점,"['맛집', '문화']",0,0.6697156650651892
1710,서울 구로구 개봉로20길 30,37.4933821784716,126.856457193532,옥스라이브파이어그릴,음식점,['맛집'],0,0.9725944344154589
1711,서울 마포구 월드컵로1길 54,37.5490631180388,126.910035655772,함반,음식점,['맛집'],0,0.5432205658200464
1712,서울 광진구 아차산로33길 35,37.5419397214626,127.070482168556,엘루이피자,음식점,['맛집'],0,0.7602242732118303
1713,서울 강서구 마곡중앙로 161-11,37.5680142599276,126.826732885929,꼼떼바베큐,음식점,['맛집'],0,0.8503963088765507
1714,강원 강릉시 임영로163번길 9,37.7555550166792,128.890590772963,산치식당,음식점,['맛집'],4,0.5394773391802848
1715,서울 용산구 독서당로 46,37.532381186051,127.007257834517,장지녕간장게장,음식점,['맛집'],0,0.8877875757872712
1716,제주 서귀포시 성산읍 동류암로 47-1,33.4488315662508,126.9154311938,느랑,음식점,['맛집'],1,0.7127599486430403
1717,서울 양천구 은행정로6길 22,37.5215027730507,126.862036586965,니코리,음식점,['맛집'],0,0.6815073985343998
1718,서울 종로구 자하문로1길 49-4,37.5767621636113,126.969547804414,우직 (경복궁점),음식점,['맛집'],0,0.7491851722449316
1719,서울 구로구 새말로 97,37.5070438414784,126.890227293528,또치,음식점,['맛집'],0,0.9258000893931275
1720,제주시 애월읍 가문동남길 63,33.484298244746,126.391128406261,금돈가,음식점,['맛집'],1,0.8160609608110609
1721,강원 강릉시 토성로 149-2,37.7551889844913,128.8929539311,숙성도,음식점,['맛집'],4,0.7897017597519045
1722,서울 영등포구 도림로139길 17,37.5134146426416,126.892459573532,금돗,음식점,['맛집'],0,0.9690107617217363
1723,서울 종로구 동숭길 136,37.583652624562,127.002797002354,단지,음식점,['맛집'],0,0.662588045189396
1724,인천 연수구 하모니로178번길 6,37.382340086168,126.641368803184,한국계,음식점,['맛집'],0,0.7702214321680897
1725,제주 서귀포시 성산읍 성산등용로 17,33.4652096021027,126.932508070091,금돗,음식점,['맛집'],1,0.6908481633840036
1726,제주 서귀포시 일주서로 966,33.2583337253269,126.407510397505,탐모라,음식점,['맛집'],1,0.7408513793849506
1727,서울 마포구 독막로5길 33,37.5494395256208,126.918560544688,미지,음식점,['맛집'],0,0.9225285705213417
1728,제주 제주시 서광로 228-1,33.4994665572846,126.520994680936,캠퍼트리,음식점,"['경치', '문화']",1,0.5732843272740307
1729,제주 제주시 한라대학로 1,33.4806539241694,126.472801209323,에스프레소라운지,카페,['카페'],1,0.9732711735477049
1730,부산 남구 백운포로 43,35.1035829305913,129.112973221813,오륙도수제순대,음식점,['맛집'],3,0.890800380080484
1731,서울 광진구 아차산로26길 13,37.5406799245384,127.066154766811,성수완당,음식점,['맛집'],0,0.5749117529877104
1732,서울 송파구 마천로 16,37.5097725364951,127.122594021204,히포슈가,카페,['카페'],0,0.6393125267852513
1733,제주 제주시 구남동2길 26,33.4894340878252,126.535273724226,부온,음식점,['맛집'],1,0.684518821441795
1734,제주 서귀포시 동문로 63,33.2492475189286,126.567122293048,88버거,음식점,['맛집'],1,0.5610167432294959
1735,서울 강남구 도산대로15길 11,37.5190567060549,127.023783138208,소양탐정,음식점,['맛집'],0,0.6529280835360944
1736,제주 제주시 아봉로 200,33.4784153000996,126.564459032875,회심,음식점,['맛집'],1,0.8352819140242285
1737,제주 제주시 애월읍 일주서로 7089,33.4842760852252,126.406766486505,바다속고등어쌈밥,음식점,['맛집'],1,0.6692991783294886
1738,제주 제주시 애월읍 가문동길 41-2,33.4860858089054,126.39200755367,닻,음식점,['맛집'],1,0.690386483204882
1739,서대문구 증가로23나길 25,37.5804924203178,126.91273133692,스시소기,음식점,['맛집'],0,0.7919524423816038
1740,서울 성동구 성수일로12길 14,37.5486399033902,127.052704903832,호루몬규상 성수점,음식점,['맛집'],0,0.9091602849215428
1741,서울 구로구 디지털로32나길 17-23,37.4840587045063,126.899846627555,신림춘천집,음식점,['맛집'],0,0.7912084449223856
1742,경기 하남시 미사강변중앙로 185,37.5629356638718,127.189821606582,유포리아,음식점,"['경치', '문화']",0,0.5318341054533878
1743,경기 부천시 조마루로297번길 9,37.4980595248731,126.776504424958,피그씨티,음식점,['맛집'],0,0.7345718216657965
1744,서울 마포구 포은로 82,37.5543703775933,126.90556306856,서교주담,음식점,"['오락', '문화']",0,0.5316391717919822
1745,서울 마포구 와우산로21길 31-11,37.5519770577405,126.922108319086,오잉크,음식점,['맛집'],0,0.5547042613601579
1746,강남구 테헤란로4길 6,37.4976674173806,127.029286360295,도키메이테,음식점,['맛집'],0,0.6394189834189201
1747,서울 강남구 강남대로 640,37.5189616357236,127.019429526732,야키니쿠 규,음식점,['맛집'],0,0.5447602073513416
1748,서울 서초구 사평대로26길 26-6,37.4990936398824,126.998753088906,비스트로누,음식점,['맛집'],0,0.6287788981787662
1749,서울 구로구 디지털로32길 97-16,37.4835325268841,126.901143730359,옛날마차,음식점,['맛집'],0,0.6453351717016778
1750,서울 강남구 언주로172길 65,37.5268778406519,127.039085685879,미래회관,음식점,['맛집'],0,0.5856007641801704
1751,종로구 자하문로7길 5,37.5781796760336,126.971257569855,칸다소바,음식점,['맛집'],0,0.9210262211410124
1752,송파구 충민로 5,37.480086167345,127.119170678483,스시엔,음식점,"['맛집', '자연']",0,0.8320580415316845
1753,서울 용산구 신흥로 31,37.5412630252279,126.986986850822,다모토리히읗,음식점,['맛집'],0,0.5747209463954794
1754,서울 용산구 한강대로15길 27,37.526282574268,126.962950612322,미미옥,음식점,"['맛집', '문화']",0,0.887860801697822
1755,경기 부천시 신흥로73번길 55,37.4906516104641,126.774497249406,신토불이순대국,음식점,['맛집'],0,0.5654602341808228
1756,경기 부천시 소향로13번길 28-14,37.5048407053906,126.750086996379,야연,음식점,['맛집'],0,0.5345673706638163
1757,서울 강북구 한천로143길 29,37.6405244922985,127.023667035894,계원,음식점,['맛집'],0,0.8890260575382376
1758,서울 서초구 강남대로 359,37.4947989581217,127.02860980273,고메램,음식점,['맛집'],0,0.6280465887473491
1759,서울 강남구 도산대로49길 22,37.5243804554391,127.037376852979,앤드트리,음식점,['맛집'],0,0.5463764854457294
1760,서울 구로구 디지털로31길 12,37.4851756855256,126.894869839407,참숯구이육향,음식점,['맛집'],0,0.6228925238913453
1761,서울 용산구 대사관로31길 21,37.5343367988173,127.005809134621,제이든by한남,음식점,['맛집'],0,0.7773442861430766
1762,영등포구 영등포로46길 10,37.5184744046381,126.907571025617,규이찌,음식점,['맛집'],0,0.8893492128931293
1763,송파구 백제고분로 435,37.5097958390421,127.111536300723,서울리즘,카페,"['야경', '오락']",0,0.8811365436029419
1764,서신면 제부로 252-23,37.1715360964762,126.657265971949,라테르스타,카페,"['바다', '경치']",0,0.9664209770726861
1765,강남구 선릉로 152길 37,37.524644994825,127.042678785802,테라스룸,음식점,['맛집'],0,0.9106991929333628
1766,관악구 신림로 67,37.4705041702937,126.941940568518,감성오뎅,음식점,['맛집'],0,0.9543225255511505
1767,중림동 335-2,37.5573771031387,126.968014573606,중림동물고기,음식점,['맛집'],0,0.6760739733814843
1768,서울 강남구 도산대로81길 14,37.5253800382362,127.047836479836,페어링룸,음식점,['맛집'],0,0.8166715133155791
1769,서울 마포구 양화로19길 18,37.5583174053541,126.92408855365,우동가조쿠,음식점,['맛집'],0,0.55114015268497
1770,경기 화성시 서신면 해안길 282-1,37.1662894195369,126.617698453488,선창횟집,음식점,['맛집'],0,0.6695943420184685
1771,경기 군포시 군포로 534번길 4,37.3536080484576,126.946679593639,예감쪽갈비,음식점,['맛집'],0,0.7141020383190734
1772,서울 용산구 신흥로 97-6,37.5451940137369,126.984867739327,팟카파우,음식점,['맛집'],0,0.9424416540736174
1773,서울 마포구 연남로1길 26,37.5604154665489,126.921606632744,엘비스텍,음식점,['맛집'],0,0.973668339264785
1774,서울 관악구 신림로 272,37.4791220829489,126.93201825115,강남반점,음식점,['맛집'],0,0.805512213132558
1775,서울 종로구 종로 200-4,37.5705761665237,126.999877974446,육회자매집,음식점,['맛집'],0,0.7482179121581941
1776,인천 부평구 주부토로 11,37.4965927263529,126.723782269895,권가제면소,음식점,['맛집'],0,0.8560061677366031
1777,서울 마포구 마포나루길 332,37.5588960431358,126.888660482013,와이키키마켓,음식점,"['경치', '오락']",0,0.852189722550278
1778,서울 구로구 디지털로32나길 8,37.4835007781702,126.900246603764,신프로간장새우,음식점,['맛집'],0,0.6771192852820279
1779,인천 부평구 충선로203번길 40,37.5076266430547,126.734052453038,북성회관,음식점,['맛집'],0,0.965401463460525
1780,서울 관악구 신림로18가길 23,37.4719592987956,126.935012240902,정원쌈밥보리밥,음식점,['맛집'],0,0.7842638867299472
1781,인천 부평구 길주로585번길 7-19,37.5076927601712,126.726430688271,어노크,카페,['카페'],0,0.9007437052468183
1782,서울 관악구 신림로66길 10,37.4853074720651,126.930256935549,연하남,음식점,['맛집'],0,0.68936349583491
1783,서울 강남구 봉은사로 610,37.5142207671959,127.061618047272,꽃지,음식점,['맛집'],0,0.831174940640367
1784,서울 마포구 동교로 27길 20,37.5590716112386,126.922533956568,마포곱창타운,음식점,['맛집'],0,0.7276388295629308
1785,서울 관악구 관천로 37,37.4827704812128,126.926941215551,굿참치초밥,음식점,['맛집'],0,0.8158646914987451
1786,인천 부평구 주부토로22번길 29-7,37.4959684026291,126.726290719248,백마순대국,음식점,['맛집'],0,0.8976691480775049
1787,서울 중구 명동10길 29,37.562573201873,126.985755097262,명동교자,음식점,['맛집'],0,0.5120081491479748
1788,서울 관악구 당곡길 9,37.489749846541,126.928822191454,멕스칸즉석햄버거,음식점,['맛집'],0,0.5419776521735826
1789,대전 동구 추동 680,36.37833447243,127.482095911117,명상정원,관광지,"['자연', '힐링']",2,0.6064133160399579
1790,대전 동구 정동 36-32,36.3338483103715,127.429361384555,태화장,음식점,['맛집'],2,0.8693197698437328
1791,충북 제천시 한수면 송계리,36.8651385889996,128.08604518652,덕주야영장피크닉,관광지,"['계곡', '휴양']",2,0.6967371324807898
1792,충북 청주시 청원구 주중동 382,36.692080293087,127.48833683049,버드앤쥬,액티비티,"['액티비티', '자연']",2,0.9842573909400835
1793,충북 청주시 서원구 죽림동 143-1,36.6074944598596,127.440570268481,우리베이커리,카페,['카페'],2,0.6259335337389943
1794,충남 보령시 신흑동 2240-6,36.3264727158153,126.508830446164,신일수산,음식점,['맛집'],2,0.5812666491227463
1795,충북 청주시 서원구 남이면 석판리 6-8,36.603968759987,127.441790382561,마부농원,액티비티,"['자연', '휴양']",2,0.690379299115299
1796,충남 당진시 면천면 성상리 1117,36.8170777292329,126.668575203061,초원콩국수,음식점,['맛집'],2,0.7654820193921442
1797,충남 천안시 동남구 안서동 171-3,36.8352667123054,127.196674280663,각원사,관광지,"['경치', '관광지']",2,0.9246236453135701
1798,세종특별자치시 장군면 산학리 444,36.4730182682461,127.228040260959,영평사,관광지,"['경치', '힐링']",2,0.9949464603558646
1799,충북 청주시 상당구 낭성면 삼산리 31,36.677696525361,127.575784286277,숲속의둥지,음식점,"['맛집', '자연']",2,0.6262497602604132
1800,대전 동구 신안동 249-15,36.3297838590439,127.439321310127,블루부코,카페,['카페'],2,0.5630895496899548
1801,충남 아산시 인주면 문방리 120-3,36.8674443338646,126.874823992536,인주한옥점,카페,['카페'],2,0.8336031562006345
1802,충남 당진시 합덕읍 석우리 48-35,36.8061309776846,126.740328573905,카페피어라,카페,['카페'],2,0.814344534091433
1803,대전 유성구 구성동 23,36.3683750600837,127.356771410201,카이스트,관광지,"['경치', '자연']",2,0.9638296216960873
1804,충북 청주시 상당구 산성동 산 28-2,36.6613636888263,127.538380138104,상당산성공남문,관광지,"['경치', '휴양']",2,0.5656266398921992
1805,대전 대덕구 송촌동 192,36.3653797035531,127.441292197324,동춘당,관광지,"['경치', '관광지']",2,0.9519858363155553
1806,대전 중구 사정동 142,36.287499244271,127.398503895122,대전오월드,관광지,"['액티비티', '휴양']",2,0.8537636227899289
1807,충남 천안시 동남구 북면 용암리 36-1,36.7882497236371,127.257629742425,위례벚꽃축제,관광지,"['경치', '문화']",2,0.7550586245926163
1808,충남 아산시 송악면 외암리 429-14,36.7428102315784,127.01847340123,당림미술관,전시장,"['문화', '경치']",2,0.9095759930035598
1809,충남 서산시 운산면 여미리 203-1,36.8246914028261,126.573356256004,서산유기방가옥,관광지,"['경치', '힐링']",0,0.8333660783311656
1810,충북 진천군 진천읍 연곡리 63-3,36.8431120930186,127.367204149567,진천참숯가마,찜질방,"['휴양', '힐링']",2,0.9163708261423805
1811,충북 청주시 청원구 내수읍 우산리 94-2,36.7105607957465,127.602078073683,유호정낚시터,액티비티,"['자연', '오락']",2,0.7527693673498896
1812,충남 천안시 동남구 수신면 장산리 683-6,36.7431546255024,127.289922950946,상록참숯불가마,찜질방,"['휴양', '힐링']",2,0.5815455119485596
1813,대전 동구 중동 3-30,36.3336028642422,127.427541879536,왕관식당,음식점,['맛집'],2,0.7764014886840065
1814,충북 청주시 상당구 문의면 신대리 산 26-1,36.4622489023318,127.490094954363,청남대,관광지,"['경치', '관광지']",2,0.585692506179967
1815,대전 서구 장안동 산 67,36.2199094656781,127.332849744215,장태산자연휴양림,관광지,"['자연', '힐링']",2,0.8730645965476342
1816,충남 아산시 염치읍 백암리 502-3,36.8000415846726,127.018131259532,곡교천,관광지,"['자연', '경치']",2,0.9214527549945615
1817,충남 당진시 송악읍 고대리 166-49,36.9872074355267,126.739448855163,안섬포구,관광지,"['바다', '힐링']",0,0.8956326133559545
1818,충북 청주시 흥덕구 원평동 511-8,36.6710396930588,127.442558534807,아르떼물들이다,카페,['카페'],2,0.6312057134393277
1819,대전 유성구 계산동 352-4,36.3453234769328,127.293758263807,공간태리,카페,['카페'],2,0.9271472312834965
1820,대전 중구 유천동 198-1,36.3222158219534,127.397607023379,탄탄탄,음식점,['맛집'],2,0.6147156472322114
1821,충남 부여군 부여읍 관북리 113-2,36.2834249620182,126.914233385646,수륙양용버스,액티비티,"['액티비티', '관광지']",2,0.7435637065130074
1822,충북 청주시 청원구 내수읍 원통리 330-3,36.6979239148624,127.498007028804,그곳숲안골,액티비티,"['휴양', '자연']",2,0.7959196466734202
1823,세종특별자치시 장군면 대교리 514-10,36.5027041894161,127.212230771167,초이자동차극장,액티비티,"['오락', '힐링']",2,0.9494071510158189
1824,충남 천안시 동남구 광덕면 광덕리 706-3,36.6738850500046,127.032333237644,대안가든,음식점,['맛집'],2,0.8222154312558663
1825,대전 대덕구 중리동 384-5,36.3636423579283,127.424979087847,김밥신화,음식점,['맛집'],2,0.7200779734268494
1826,충남 천안시 동남구 광덕면 광덕리 701,36.6758891283694,127.032804049553,산정가든,음식점,['맛집'],2,0.5011391232972391
1827,충남 천안시 서북구 성환읍 성환리 449-666,36.9192533024754,127.128321492359,성환뚝배기해장국,음식점,['맛집'],2,0.5053209005163601
1828,충남 예산군 고덕면 상몽리 758,36.8017400384211,126.705657250525,우유농가,카페,['카페'],2,0.9493544784360051
